"sim","N","beta0","beta1","beta2","q","eta0","eta1","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","eta0_cc","se_eta0_cc","eta1_cc","se_eta1_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg"
"11422-1",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.586206896551724,0.11252372696972,0.477064220183486,-2.28216426692953,0.00374669405829057,0.168434782197145,0.00468048408230389,0.158055227107631,0.0141605613062264,0.483832554923492,0.16252049649546,0.163185533931818,0.890534540579255,-2.27670465623786,0.00490987571106836,0.100429621572686,0.00525737768893323,0.159885141607811,0.014151660608101,-2.27355079746622,0.0146560135173867,0.154846509055236,0.0156692067393768,0.178412939172948,0.0708738414562745,0.679934216304683,0.535203661137369,-3.69937489778734,4.12869872786028,-2.28234816819521,0.00424484330055028,0.170000701312748,0.0177537774575794,0.163741134289037,0.00445484526383436,0.47129453521915,0.178451047167888,-0.106367117315373,0.970150727878689,"Converged",""
"11422-2",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.653846153846154,0.112527692162424,0.493506493506494,-2.27350784451237,0.00355377124623931,0.17588866539642,0.00470856567665075,0.118528897892032,0.015233095080021,0.0939339635981036,0.158964794963612,2.41779495367123,1.08453353672196,-2.27661251682559,0.0048592314351246,0.102063306543785,0.00522267688465951,0.172331426942635,0.0152471727455561,-2.29433571017696,0.0110247001881383,0.207464469433184,0.0156065222992853,0.0806778901593975,0.0444634977842941,-1.2951699085552,0.817175804899456,28.6977475309447,12.9562078020436,-2.27410652045644,0.00398519417019842,0.176863235583619,0.0169449773936751,0.127311559650016,0.00454350665969106,0.116518015192946,0.165243822547057,1.87556172542476,1.06941413262561,"Converged",""
"11422-3",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.67741935483871,0.113065611457912,0.427312775330396,-2.27411497057351,0.00382545805741999,0.176688971338935,0.00468721761958796,0.131574376010287,0.0159837116349221,0.553971776227687,0.167446397748217,-0.286304084826696,0.877242114395792,-2.27632252827607,0.00474088670843564,0.118851721602201,0.00506268054151149,0.124160333356909,0.0159554218203558,-2.2718407698338,0.0139164977453404,0.182415581275216,0.0148875821493284,0.152731127488713,0.0614430947479146,0.659014229388938,0.556186943288097,0.867628540646175,4.26545642977494,-2.2724679677712,0.00432400584301623,0.176463357147037,0.0183614505840611,0.125099663226161,0.00447222334852717,0.500938692541871,0.180247226524621,-0.0667755062415146,0.911557088521547,"Converged",""
"11422-4",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.464285714285714,0.1125924706261,0.460176991150442,-2.27834332293021,0.00377292104440469,0.17531046130863,0.00470165283114428,0.142150809601798,0.0153929596537804,0.481088590316619,0.160980383430037,-0.238907589874126,0.938245055288975,-2.27592059548222,0.00488914065933942,0.108654713502766,0.00517873021598895,0.135716223130209,0.0154637852755099,-2.27200065233228,0.0127563381732541,0.178023532879765,0.0155719312865038,0.0629899561787463,0.0782896310175464,0.104073336968837,0.546025756420376,-2.60647815181436,4.21907734178418,-2.27817996507734,0.00445321590837832,0.175452297877204,0.0195943093694755,0.144665026140945,0.00449928305259766,0.476065452045133,0.174329431191602,-0.359365096841453,0.991042349408949,"Converged",""
"11422-5",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.642857142857143,0.112845538330697,0.452488687782805,-2.28032483563464,0.00376386586919244,0.175998085492037,0.00469555424588719,0.151994569757164,0.0140503448568143,0.459347021022499,0.159555378717905,0.660046928082424,1.0026811980226,-2.27826548935975,0.00498265040516878,0.109828663063198,0.00524086795055673,0.160860376696398,0.0142134361860346,-2.28108920101791,0.0128445143197142,0.173213911395265,0.0153757342013217,0.179477146301369,0.0386435972725505,1.28817959032307,0.590230241314532,-6.13276696319846,3.86108591080521,-2.27915294093669,0.00430679888354086,0.176492009326352,0.015690001578792,0.151942310259675,0.00439428386192508,0.417615922915338,0.169987178264188,0.594207113568342,1.03231212500687,"Converged",""
"11422-6",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.571428571428571,0.112961411279663,0.538461538461538,-2.27712933590878,0.00370428258435418,0.16737655237473,0.0046784224085477,0.162420785452087,0.0150017236490876,0.204890622331278,0.154102574693528,1.25391104479941,0.856194860074689,-2.28295215676808,0.00518566017964254,0.103531587460652,0.0054505083094761,0.197585384720314,0.0149981742808395,-2.28182806612039,0.0109565432695176,0.160688862516651,0.0153180083023214,0.220657726521034,0.0416612658634249,-0.434095524013257,0.537992936280171,6.36717707998311,3.86876611676942,-2.27823407729775,0.00430937978484164,0.167465741239298,0.0192486004713037,0.167486772339595,0.00461679970821197,0.24143980418574,0.170513252450236,1.05679007829672,0.91770042481789,"Converged",""
"11422-7",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.769230769230769,0.113213608378576,0.493087557603687,-2.27438613218091,0.0037676530891071,0.173740602401965,0.00466742474929871,0.127628040237121,0.0160762305325053,0.416433656505692,0.156462719552338,0.573269847464672,0.878119873603084,-2.28037044470286,0.00501966877636116,0.116070976512377,0.00532454335112519,0.145771325311704,0.0160820669722615,-2.26818649376758,0.0129917970806148,0.169074673136118,0.0147603760705845,0.0821829527894183,0.0462560489345944,1.30620247049558,0.65223040712331,-0.659694119463693,2.86450780221729,-2.28136583498176,0.00445155567223255,0.175333651034379,0.0196310301914071,0.160723586953554,0.00436381417657072,0.611174775728923,0.173077867023209,-0.450597640269754,0.890457284695083,"Converged",""
"11422-8",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.642857142857143,0.112553045704827,0.423580786026201,-2.2857206088754,0.00361619349071157,0.183896652234619,0.00469796794593541,0.179801303191161,0.0150121444822418,0.341212613467342,0.162667347749801,1.54491525036915,0.971094205159581,-2.29039425922279,0.004608728797951,0.119325002704219,0.00504845043162572,0.217275209957503,0.0149922659994373,-2.28689036690644,0.0122974476633139,0.177182424508083,0.015023795699668,0.144492024949592,0.0488336135407715,0.685077276579064,0.478503844829378,-1.14542967187889,3.10416790837352,-2.2869606651786,0.00392152733048363,0.184279718495498,0.0173159046660466,0.182082630141559,0.0046027330895362,0.379539514808799,0.17538267577709,1.45779699777868,1.01617323309465,"Converged",""
"11422-9",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.607142857142857,0.111996300210192,0.5,-2.27451991332703,0.00378149147782637,0.174405643323611,0.00474656290109654,0.122463595019643,0.0171512077663932,0.151164120649642,0.164327465992446,0.693632851181125,1.06238690959507,-2.27857623866061,0.00511166881133535,0.10356778494384,0.0052418657159384,0.139445204754396,0.0173040148140478,-2.2615936807316,0.0126157268142648,0.192465717895097,0.0147657942635604,-0.0787524056626601,0.0863213539317713,0.425978802821108,0.523193530605205,0.113201181024237,4.27344646873281,-2.27588997921332,0.00428900347855828,0.174042308854152,0.0188614061941281,0.115033034190288,0.0045138316816524,0.185907486403646,0.175159873359715,1.1425760496757,1.14616634105779,"Converged",""
"11422-10",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.681818181818182,0.113084496735396,0.495535714285714,-2.27796644386682,0.00375105672860723,0.17342875495832,0.00467585201620517,0.158060374509647,0.0141205179795574,0.415515808058332,0.156617024172961,-0.103489770453008,0.770760886427405,-2.27156117720473,0.00494202676578766,0.0993792655453199,0.00525895866925468,0.1545468608193,0.0141568492796247,-2.27528208788064,0.0118489467900415,0.141635399632005,0.0150869135265072,0.141937879254744,0.0391434632275752,0.0660092464189198,0.648969190192395,7.13248406901171,5.87476941561425,-2.2766936428576,0.00430702883288977,0.173292833086393,0.0184748839604581,0.151304836398412,0.00444829411370557,0.373371902927162,0.169012138546364,0.138085471119874,0.816640371188996,"Converged",""
"11422-11",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.576923076923077,0.113836106599967,0.465116279069767,-2.27203166927842,0.00378042884119328,0.176981908212796,0.004656964982008,0.126027766670796,0.0141701890353584,0.539996459130641,0.159419763598026,0.173224665905572,0.873543322262053,-2.27271862372112,0.00495585641010244,0.116526808567747,0.00524724133797364,0.130322252625208,0.0142532608495875,-2.2847166190081,0.0123373242899986,0.199283648265487,0.015094006218119,0.142336150018564,0.053225635634962,0.62560545194384,0.530957119512176,-2.68514100029701,2.97073115965269,-2.27207688226985,0.00452028626614883,0.176362957232994,0.0190696907729359,0.129345182189989,0.00433996465757958,0.554884120260405,0.172227854938912,0.0236256623671956,0.923830776836208,"Converged",""
"11422-12",390,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.483870967741935,0.112222977977732,0.504347826086956,-2.27767063410522,0.00374430153888513,0.17286702210086,0.00470714240611649,0.133546421203482,0.0163579775683208,0.317606143750246,0.156406352163833,0.0348480565354014,0.858511259525487,-2.27768138481043,0.00496290116451341,0.103540636965483,0.00527168727440898,0.134941941125519,0.016358641008939,-2.25821076024268,0.0117457715574307,0.150971032288677,0.0152531504190291,0.0377725548592503,0.0558351624042131,0.0847022619270535,0.4378264296165,-1.74279485031608,2.97019727088917,-2.27729582475024,0.00429032571436571,0.173135723669577,0.0198180509809241,0.120598043854236,0.00443348860898265,0.30145217551683,0.167104142899044,0.47818724431351,0.912977980902424,"Converged",""
