"sim","N","beta0","beta1","beta2","q","eta1","eta0","eta2","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","eta2_mle","se_eta2_mle","mle_msg","sim_msg"
"seed1031-run1",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.818181818181818,0.117536713046715,0.417871222076216,-2.27743151929633,0.00190889570871599,0.17862942308703,0.00208891634269772,0.132018019473537,0.00624502285252559,-2.22631276897974,0.00211304697383414,0.0908755675820948,0.00220377157756548,0.156590380153232,0.00628514592372514,-2.2758457199029,0.00542560414752233,0.177881203464693,0.00635610823257902,0.103949593131083,0.019556508466139,-2.27950623100857,0.00216325725308672,0.179557886162267,0.00695036551500728,0.136519609917425,0.00217192325199239,-1.01383043402867,0.108372191424191,2.35176856981126,0.115481302640898,0.671447383818541,0.355041873505945,"Converged",""
"seed1031-run2",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.772727272727273,0.117143140982864,0.385204081632653,-2.27281461562375,0.00188970755075049,0.16946969673139,0.00207212209833526,0.140113718190474,0.0065160128270184,-2.22662919751071,0.00203891746378654,0.0916362381373548,0.00216318954026468,0.145988738845811,0.00654921406379357,-2.26706572241807,0.00531280515431253,0.162384069437918,0.00621595327827893,0.101041240619106,0.022299453744172,-2.27269253376505,0.00213795346650711,0.169115925797524,0.00759882233653492,0.141487333013236,0.00214216250228884,-1.10210882763609,0.108321644883824,2.51550828110743,0.116846170202734,0.155491534031693,0.385106225298984,"Converged",""
"seed1031-run3",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.890909090909091,0.117605004136275,0.35743519781719,-2.27640132228255,0.00194522651529199,0.173313042056129,0.00211226563724075,0.144410129665894,0.0060741884316442,-2.22556709878445,0.00203939194335876,0.0953776860543927,0.00217734813013392,0.137076659406748,0.00607599267920716,-2.26728673844001,0.00563048241437937,0.173146394051447,0.00632724240201561,0.147381348208963,0.0187819378887762,-2.27626756248733,0.00214462727765247,0.173222106299649,0.00684101690599123,0.14511151440315,0.00217946431593949,-1.02466144139305,0.106401540893852,2.64628924979724,0.118522215505047,-0.259074603467976,0.362477099522255,"Converged",""
"seed1031-run4",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.790909090909091,0.117281970571132,0.395348837209302,-2.28123444235985,0.00189733615432372,0.178943557233009,0.00208142320229064,0.153284534342518,0.00640061151723053,-2.2323117848453,0.00204551503604011,0.096019022637145,0.00217456355648657,0.165417600195916,0.00640788961218161,-2.28270476765147,0.00522660545275196,0.186525219831888,0.00619801016259072,0.162302104089943,0.0193036005308792,-2.28261711732044,0.00215200805309196,0.180033810533667,0.0072266240113354,0.155313688212193,0.00216995483233134,-1.04411622508554,0.105829344242753,2.4282261539619,0.114600197257092,0.333267250878744,0.373092400595752,"Converged",""
"seed1031-run5",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.781818181818182,0.117320665354824,0.382428940568475,-2.27807939451345,0.00188014988982305,0.174504406135405,0.00207974170656619,0.148045720785304,0.00575739547865154,-2.22804475962617,0.00200945541950192,0.0908723515211255,0.00214532503462109,0.166313050070178,0.00577398063957554,-2.28168234099893,0.00534098235158078,0.180190961272301,0.00626306611229496,0.153160098725725,0.0215460647671056,-2.27785120927945,0.00208311621443639,0.174645654312067,0.00677012091541059,0.146233465036239,0.0021345644886202,-0.992553182210272,0.103673877684227,2.32037001820551,0.113183731686483,0.668973674333124,0.341518417592842,"Converged",""
"seed1031-run6",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.836363636363636,0.117290566864816,0.381562099871959,-2.27806101224068,0.00189897216653144,0.177377317054837,0.00207623867478818,0.135017750036007,0.00604176369474118,-2.22968462410699,0.0020188076302944,0.0976600829351247,0.00215474479598956,0.135393015809217,0.0060536846251677,-2.27571723204393,0.00551445038796397,0.182850596310087,0.00627244581078185,0.0772544105308073,0.0186195854466378,-2.27811190523487,0.00209132954239999,0.17750279468065,0.0065029913934861,0.133126727750838,0.00212935678778304,-1.02353898879605,0.104431148326199,2.45235836711272,0.114229412008412,0.0563357498879584,0.345209310942502,"Converged",""
"seed1031-run7",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.772727272727273,0.116990938117159,0.407928388746803,-2.27961953333374,0.00187083868901021,0.175697804070323,0.00207683119057475,0.143523827307394,0.0059959214754357,-2.23580584591671,0.00208051795708454,0.0971054719418863,0.00220988723876022,0.158760524044722,0.00602861363897246,-2.27289705892282,0.00519881001909422,0.169222353070772,0.00622967056278748,0.132227763659917,0.0213189032178627,-2.27902295179451,0.00205409826287486,0.175783676138132,0.0066637717106765,0.141063487300893,0.00212477555747463,-1.18307637920879,0.109970377849717,2.46895523451276,0.117839942615101,0.565930006787906,0.350545563106874,"Converged",""
"seed1031-run8",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.809090909090909,0.116983085588437,0.389447236180905,-2.27790340613645,0.00187109445204139,0.177001421499506,0.00206752000090248,0.135371610477216,0.00645432253516996,-2.22737409538351,0.00200308687312099,0.091495509191659,0.00213811181419826,0.150980484069482,0.00646310720921741,-2.27269031695199,0.00562151711529848,0.17436625016005,0.00628882925999439,0.114042349150486,0.019401841931415,-2.27784690034187,0.00208624742716198,0.17710779126618,0.00731311257321356,0.136051839062784,0.00212250527807939,-0.998676190169072,0.102699877550495,2.30145656531956,0.111695213352332,0.48414845555403,0.361741064344014,"Converged",""
"seed1031-run9",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.772727272727273,0.117649951767662,0.403973509933775,-2.27721419407038,0.00191546733178691,0.177043782806487,0.00209312651293663,0.13679918439391,0.00570918589760532,-2.22489945827755,0.00206711831242066,0.092315964834341,0.00219122296479152,0.139003737315546,0.00572093086979838,-2.28693992290036,0.00529484781509364,0.186923541201775,0.0062839024746208,0.135398234730479,0.0205267446497735,-2.27812666405182,0.00213294499919054,0.177839512018299,0.00680269105586187,0.136213804866475,0.00216168874233742,-0.970352919635303,0.105294229007429,2.40037554053173,0.114920904618175,0.111204234374056,0.334546014756127,"Converged",""
"seed1031-run10",2200,-2.2778541,0.1764544,0.1413503,0.1,2.48490636111989,-1.098612,0.3364722,0.8,0.818181818181818,0.117437183138914,0.382391590013141,-2.2752688245789,0.00191207141428414,0.173561566424908,0.00209015162786488,0.14520425646425,0.00626790378901745,-2.22670876244941,0.00206153045971932,0.0944795299448497,0.00218725670101257,0.144704846448287,0.00626843951464522,-2.26054646492104,0.00562086908956979,0.165790520656632,0.00629997174246338,0.130663989558452,0.0175410380147617,-2.27520371898185,0.002140694594178,0.173667546449711,0.00680417043628258,0.147314475134777,0.00215460124703967,-1.07738692085893,0.107527522545462,2.5410777214877,0.117671505995824,-0.0367352766912255,0.357916819594716,"Converged",""
